Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),3,52.0,10.0,,,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),2,45.0,8.0,,,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,4,0.0,8.0,,,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),4,45.0,7.0,,,
2023-01-07 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,3,0.0,8.0,,,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,2,0.0,6.0,,,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,1,0.0,5.0,,,
2023-01-07 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),1,14.0,12.0,,,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),2,23.0,8.0,,,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),3,23.0,8.0,,,
2023-01-07 18:00:00,Imported workout,3600,Bicep Curl (Cable),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),1,52.0,12.0,,,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),3,66.0,10.0,,,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),2,66.0,10.0,,,
2023-01-07 18:00:00,Imported workout,3600,Pec Deck (Machine),Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,1,41.0,12.0,,,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,2,66.0,12.0,,,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,3,66.0,12.0,,,
2023-01-07 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),2,20.0,8.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),5,50.0,8.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),4,60.0,5.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),3,70.0,5.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),6,65.0,5.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),1,65.0,5.0,,,
2023-01-09 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),1,16.0,8.0,,,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),4,20.0,8.0,,,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),3,20.0,7.0,,,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),2,18.0,8.0,,,
2023-01-09 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,4,,10.0,,,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,3,,6.0,,,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,2,,6.0,,,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,1,,2.0,,,
2023-01-12 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,3,150.0,12.0,,,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,2,150.0,12.0,,,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,4,150.0,12.0,,,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,1,150.0,12.0,,,
2023-01-12 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),3,20.0,8.0,,,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),2,30.0,8.0,,,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),1,35.0,7.0,,,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),4,35.0,5.0,,,
2023-01-12 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),3,12.0,8.0,,,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),2,12.0,6.0,,,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),1,12.0,6.0,,,
2023-01-12 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),1,20.0,8.0,,,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),5,60.0,8.0,,,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),2,65.0,6.0,,,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),3,65.0,5.0,,,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),4,65.0,4.0,,,
2023-01-13 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,1,0.0,7.0,,,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,3,0.0,6.0,,,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,2,0.0,4.0,,,
2023-01-13 18:00:00,Imported workout,3600,Chest Dip,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),2,45.0,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),3,45.0,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),4,50.0,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),5,50.0,8.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),1,50.0,9.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),4,52.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),3,52.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),2,52.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),1,52.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),1,20.0,8.0,,,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),2,20.0,5.0,,,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),3,20.0,3.0,,,
2023-01-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,1,41.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,3,59.0,11.0,,,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lat Pulldown (Cable),2,32.0,12.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Lat Pulldown (Cable),1,45.0,8.0,,,
2023-01-13 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,2,59.0,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Triceps Extension,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,1,,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,2,,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,3,,10.0,,,
2023-01-13 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,1,,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,5,,7.0,,,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,2,,4.0,,,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,3,,7.0,,,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,4,,6.0,,,
2023-01-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,5,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,2,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,3,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,1,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,4,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),3,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),4,20.0,8.0,,,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),2,22.0,6.0,,,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),1,20.0,7.0,,,
2023-01-15 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),1,30.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),2,40.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),3,40.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),1,18.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),2,14.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),3,14.0,12.0,,,
2023-01-15 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Crunch,2,0.0,30.0,,,
2023-01-15 18:00:00,Imported workout,3600,Crunch,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Crunch,1,5.0,10.0,,,
2023-01-15 18:00:00,Imported workout,3600,Crunch,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Decline Crunch,1,,10.0,,,
2023-01-15 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-15 18:00:00,Imported workout,3600,Decline Crunch,2,,7.0,,,
2023-01-15 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),7,20.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),6,40.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),5,70.0,5.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),4,70.0,4.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),3,70.0,5.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),1,70.0,4.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),2,70.0,3.0,,,
2023-01-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),4,45.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),3,45.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),1,45.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),2,45.0,8.0,,,
2023-01-16 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),3,10.0,10.0,,,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),2,10.0,10.0,,,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),1,12.0,7.0,,,
2023-01-16 18:00:00,Imported workout,3600,Incline Curl (Dumbbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Skullcrusher (Dumbbell),1,9.0,12.0,,,
2023-01-16 18:00:00,Imported workout,3600,Skullcrusher (Dumbbell),Rest Timer,,,,90.0,
2023-01-16 18:00:00,Imported workout,3600,Decline Crunch,1,,10.0,,,
2023-01-16 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,5,,7.0,,,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,4,,7.0,,,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,3,,7.0,,,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,2,,6.0,,,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,1,,5.0,,,
2023-01-18 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),5,20.0,8.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),4,30.0,8.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),3,40.0,6.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),2,40.0,6.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),1,40.0,4.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),6,40.0,4.0,,,
2023-01-18 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,4,140.0,12.0,,,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,3,165.0,12.0,,,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,5,185.0,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,1,185.0,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,2,185.0,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),1,15.0,12.0,,,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),3,15.0,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),2,15.0,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Skullcrusher (Barbell),Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,1,,15.0,,,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,2,,10.0,,,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,3,,9.0,,,
2023-01-18 18:00:00,Imported workout,3600,Decline Crunch,Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),1,20.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),2,24.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),3,24.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),4,24.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),5,24.0,7.0,,,
2023-01-21 18:00:00,Imported workout,3600,Bench Press (Dumbbell),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),1,30.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),2,50.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),3,50.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),4,50.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),5,50.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),2,45.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),3,59.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),1,59.0,12.0,,,
2023-01-21 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),3,39.0,10.0,,,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),1,45.0,10.0,,,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),2,45.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Lat Pulldown (Cable),Rest Timer,,,,90.0,
2023-01-21 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),1,18.0,8.0,,,
2023-01-21 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
